Area,Element,Item,Year,Value
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2003,529.4977
United States of America,Emissions (CH4),Burning - Savanna,2003,25.2142
Canada,Emissions (CH4),Agriculture total,2003,1091.7514
Canada,Emissions (CO2eq) from CH4,Agriculture total,2003,22926.7801
Canada,Emissions (CH4),Enteric Fermentation,2003,830.6504
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2003,17443.6584
Canada,Emissions (CH4),Manure Management,2003,231.7504
Canada,Emissions (CO2eq) from CH4,Manure Management,2003,4866.7576
Canada,Emissions (CH4),Burning - Crop residues,2003,14.3421
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2003,315.1794
Canada,Emissions (CH4),Burning - Savanna,2003,15.0085
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2003,301.1847
World,Emissions (CH4),Agriculture total,2003,128077.2919
World,Emissions (CO2eq) from CH4,Agriculture total,2003,2689623.129
World,Emissions (CH4),Enteric Fermentation,2003,89923.3519
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2003,1888390.39
World,Emissions (CH4),Manure Management,2003,9008.7617
World,Emissions (CO2eq) from CH4,Manure Management,2003,189183.9958
World,Emissions (CH4),Rice Cultivation,2003,22461.5696
World,Emissions (CO2eq) from CH4,Rice Cultivation,2003,471692.961
World,Emissions (CO2eq) from CH4,Burning - Savanna,2003,122066.5393
World,Emissions (CH4),Burning - Savanna,2003,5812.6923
World,Emissions (CH4),Burning - Crop residues,2003,870.9164
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2003,18289.2437
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2004,18699.0367
World,Emissions (CH4),Burning - Crop residues,2004,890.4303
World,Emissions (CH4),Burning - Savanna,2004,6328.791
World,Emissions (CO2eq) from CH4,Burning - Savanna,2004,132904.6118
World,Emissions (CO2eq) from CH4,Rice Cultivation,2004,482239.6354
World,Emissions (CH4),Rice Cultivation,2004,22963.7922
World,Emissions (CO2eq) from CH4,Manure Management,2004,189879.4789
World,Emissions (CH4),Manure Management,2004,9041.8799
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2004,1910390.835
World,Emissions (CH4),Enteric Fermentation,2004,90970.9921
World,Emissions (CO2eq) from CH4,Agriculture total,2004,2734113.598
World,Emissions (CH4),Agriculture total,2004,130195.8856
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2004,273.7397
Canada,Emissions (CH4),Burning - Savanna,2004,18.9989
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2004,398.9777
Canada,Emissions (CH4),Burning - Crop residues,2004,13.0352
Canada,Emissions (CO2eq) from CH4,Manure Management,2004,4871.8545
Canada,Emissions (CH4),Manure Management,2004,231.9931
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2004,18641.5656
Canada,Emissions (CH4),Enteric Fermentation,2004,887.6936
Canada,Emissions (CO2eq) from CH4,Agriculture total,2004,24186.1374
Canada,Emissions (CH4),Agriculture total,2004,1151.7208
United States of America,Emissions (CH4),Burning - Savanna,2004,38.5898
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2004,810.3868
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2004,2204.1206
United States of America,Emissions (CH4),Burning - Crop residues,2004,104.9581
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2004,9890.0865
United States of America,Emissions (CH4),Rice Cultivation,2004,470.9565
United States of America,Emissions (CO2eq) from CH4,Manure Management,2004,27156.7444
United States of America,Emissions (CH4),Manure Management,2004,1293.1783
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2004,126036.6355
United States of America,Emissions (CH4),Enteric Fermentation,2004,6001.7445
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2004,166097.9739
United States of America,Emissions (CH4),Agriculture total,2004,7909.4273
United States of America,Emissions (CH4),Agriculture total,2005,7978.2887
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2005,167544.0634
United States of America,Emissions (CH4),Enteric Fermentation,2005,6035.2215
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2005,126739.6515
United States of America,Emissions (CH4),Manure Management,2005,1303.1165
United States of America,Emissions (CO2eq) from CH4,Manure Management,2005,27365.4455
United States of America,Emissions (CH4),Rice Cultivation,2005,476.483
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2005,10006.143
United States of America,Emissions (CH4),Burning - Crop residues,2005,106.6527
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2005,2239.7066
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2005,1193.1168
United States of America,Emissions (CH4),Burning - Savanna,2005,56.8151
Canada,Emissions (CH4),Agriculture total,2005,1162.664
Canada,Emissions (CO2eq) from CH4,Agriculture total,2005,24415.9432
Canada,Emissions (CH4),Enteric Fermentation,2005,906.2858
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2005,19032.0018
Canada,Emissions (CH4),Manure Management,2005,232.7759
Canada,Emissions (CO2eq) from CH4,Manure Management,2005,4888.2942
Canada,Emissions (CH4),Burning - Crop residues,2005,13.0848
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2005,220.8665
Canada,Emissions (CH4),Burning - Savanna,2005,10.5175
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2005,274.7807
World,Emissions (CH4),Agriculture total,2005,131313.1346
World,Emissions (CO2eq) from CH4,Agriculture total,2005,2757575.826
World,Emissions (CH4),Enteric Fermentation,2005,91917.904
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2005,1930275.984
World,Emissions (CH4),Manure Management,2005,9112.6928
World,Emissions (CO2eq) from CH4,Manure Management,2005,191366.5494
World,Emissions (CH4),Rice Cultivation,2005,23481.1348
World,Emissions (CO2eq) from CH4,Rice Cultivation,2005,493103.8317
World,Emissions (CO2eq) from CH4,Burning - Savanna,2005,123832.6398
World,Emissions (CH4),Burning - Savanna,2005,5896.7924
World,Emissions (CH4),Burning - Crop residues,2005,904.6106
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2005,18996.8216
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2006,18843.6293
World,Emissions (CH4),Burning - Crop residues,2006,897.3157
World,Emissions (CH4),Burning - Savanna,2006,5995.4026
World,Emissions (CO2eq) from CH4,Burning - Savanna,2006,125903.454
World,Emissions (CO2eq) from CH4,Rice Cultivation,2006,494793.5447
World,Emissions (CH4),Rice Cultivation,2006,23561.5974
World,Emissions (CO2eq) from CH4,Manure Management,2006,193636.5207
World,Emissions (CH4),Manure Management,2006,9220.7867
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2006,1946545.265
World,Emissions (CH4),Enteric Fermentation,2006,92692.6317
World,Emissions (CO2eq) from CH4,Agriculture total,2006,2779722.414
World,Emissions (CH4),Agriculture total,2006,132367.734
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2006,279.7363
Canada,Emissions (CH4),Burning - Savanna,2006,8.2121
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2006,172.4543
Canada,Emissions (CH4),Burning - Crop residues,2006,13.3208
Canada,Emissions (CO2eq) from CH4,Manure Management,2006,4929.5454
Canada,Emissions (CH4),Manure Management,2006,234.7403
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2006,18691.7409
Canada,Emissions (CH4),Enteric Fermentation,2006,890.0829
Canada,Emissions (CO2eq) from CH4,Agriculture total,2006,24073.4768
Canada,Emissions (CH4),Agriculture total,2006,1146.356
United States of America,Emissions (CH4),Burning - Savanna,2006,34.1132
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2006,716.3776
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2006,2099.3924
United States of America,Emissions (CH4),Burning - Crop residues,2006,99.9711
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2006,8390.9805
United States of America,Emissions (CH4),Rice Cultivation,2006,399.5705
United States of America,Emissions (CO2eq) from CH4,Manure Management,2006,27631.2543
United States of America,Emissions (CH4),Manure Management,2006,1315.774
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2006,128901.6343
United States of America,Emissions (CH4),Enteric Fermentation,2006,6138.1731
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2006,167739.6391
United States of America,Emissions (CH4),Agriculture total,2006,7987.6019
United States of America,Emissions (CH4),Agriculture total,2007,8011.2669
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2007,168236.6045
United States of America,Emissions (CH4),Enteric Fermentation,2007,6137.0377
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2007,128877.7917
United States of America,Emissions (CH4),Manure Management,2007,1330.5005
United States of America,Emissions (CO2eq) from CH4,Manure Management,2007,27940.5109
United States of America,Emissions (CH4),Rice Cultivation,2007,389.2315
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2007,8173.8615
United States of America,Emissions (CH4),Burning - Crop residues,2007,119.1033
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2007,2501.1686
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2007,743.2718
United States of America,Emissions (CH4),Burning - Savanna,2007,35.3939
Canada,Emissions (CH4),Agriculture total,2007,1102.4377
Canada,Emissions (CO2eq) from CH4,Agriculture total,2007,23151.1908
Canada,Emissions (CH4),Enteric Fermentation,2007,859.2971
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2007,18045.2391
Canada,Emissions (CH4),Manure Management,2007,222.0774
Canada,Emissions (CO2eq) from CH4,Manure Management,2007,4663.6258
Canada,Emissions (CH4),Burning - Crop residues,2007,13.0009
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2007,169.3074
Canada,Emissions (CH4),Burning - Savanna,2007,8.0623
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2007,273.0184
World,Emissions (CH4),Agriculture total,2007,133698.8705
World,Emissions (CO2eq) from CH4,Agriculture total,2007,2807676.28
World,Emissions (CH4),Enteric Fermentation,2007,93473.3539
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2007,1962940.432
World,Emissions (CH4),Manure Management,2007,9298.3265
World,Emissions (CO2eq) from CH4,Manure Management,2007,195264.8571
World,Emissions (CH4),Rice Cultivation,2007,23597.1131
World,Emissions (CO2eq) from CH4,Rice Cultivation,2007,495539.3748
World,Emissions (CO2eq) from CH4,Burning - Savanna,2007,134365.7335
World,Emissions (CH4),Burning - Savanna,2007,6398.3683
World,Emissions (CH4),Burning - Crop residues,2007,931.7087
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2007,19565.8825
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2008,20175.003
World,Emissions (CH4),Burning - Crop residues,2008,960.7144
World,Emissions (CH4),Burning - Savanna,2008,5613.1275
World,Emissions (CO2eq) from CH4,Burning - Savanna,2008,117875.6772
World,Emissions (CO2eq) from CH4,Rice Cultivation,2008,509156.6979
World,Emissions (CH4),Rice Cultivation,2008,24245.557
World,Emissions (CO2eq) from CH4,Manure Management,2008,197187.0197
World,Emissions (CH4),Manure Management,2008,9389.8581
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2008,1976069.564
World,Emissions (CH4),Enteric Fermentation,2008,94098.5507
World,Emissions (CO2eq) from CH4,Agriculture total,2008,2820463.962
World,Emissions (CH4),Agriculture total,2008,134307.8077
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2008,293.4225
Canada,Emissions (CH4),Burning - Savanna,2008,7.8377
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2008,164.5917
Canada,Emissions (CH4),Burning - Crop residues,2008,13.9725
Canada,Emissions (CO2eq) from CH4,Manure Management,2008,4327.8866
Canada,Emissions (CH4),Manure Management,2008,206.0898
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2008,17554.3935
Canada,Emissions (CH4),Enteric Fermentation,2008,835.9235
Canada,Emissions (CO2eq) from CH4,Agriculture total,2008,22340.2944
Canada,Emissions (CH4),Agriculture total,2008,1063.8235
United States of America,Emissions (CH4),Burning - Savanna,2008,22.2111
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2008,466.4336
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2008,2364.591
United States of America,Emissions (CH4),Burning - Crop residues,2008,112.5996
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2008,8852.046
United States of America,Emissions (CH4),Rice Cultivation,2008,421.526
United States of America,Emissions (CO2eq) from CH4,Manure Management,2008,29348.0287
United States of America,Emissions (CH4),Manure Management,2008,1397.5252
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2008,128632.4277
United States of America,Emissions (CH4),Enteric Fermentation,2008,6125.3537
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2008,169663.527
United States of America,Emissions (CH4),Agriculture total,2008,8079.2156
United States of America,Emissions (CH4),Agriculture total,2009,7974.7422
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2009,167469.5866
United States of America,Emissions (CH4),Enteric Fermentation,2009,6045.9348
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2009,126964.6308
United States of America,Emissions (CH4),Manure Management,2009,1351.2912
United States of America,Emissions (CO2eq) from CH4,Manure Management,2009,28377.1142
United States of America,Emissions (CH4),Rice Cultivation,2009,439.5125
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2009,9229.7625
United States of America,Emissions (CH4),Burning - Crop residues,2009,111.1477
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2009,2334.1026
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2009,563.9764
United States of America,Emissions (CH4),Burning - Savanna,2009,26.856
Canada,Emissions (CH4),Agriculture total,2009,1015.0053
Canada,Emissions (CO2eq) from CH4,Agriculture total,2009,21315.1111
Canada,Emissions (CH4),Enteric Fermentation,2009,795.6663
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2009,16708.9923
Canada,Emissions (CH4),Manure Management,2009,201.9183
Canada,Emissions (CO2eq) from CH4,Manure Management,2009,4240.2833
Canada,Emissions (CH4),Burning - Crop residues,2009,13.5166
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2009,81.9863
Canada,Emissions (CH4),Burning - Savanna,2009,3.9041
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2009,283.8493
World,Emissions (CH4),Agriculture total,2009,134065.7759
World,Emissions (CO2eq) from CH4,Agriculture total,2009,2815381.293
World,Emissions (CH4),Enteric Fermentation,2009,94472.5909
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2009,1983924.408
World,Emissions (CH4),Manure Management,2009,9410.3334
World,Emissions (CO2eq) from CH4,Manure Management,2009,197617.0019
World,Emissions (CH4),Rice Cultivation,2009,24164.887
World,Emissions (CO2eq) from CH4,Rice Cultivation,2009,507462.6269
World,Emissions (CO2eq) from CH4,Burning - Savanna,2009,106467.8226
World,Emissions (CH4),Burning - Savanna,2009,5069.8963
World,Emissions (CH4),Burning - Crop residues,2009,948.0683
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2009,19909.4336
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2010,20102.1881
World,Emissions (CH4),Burning - Crop residues,2010,957.2471
World,Emissions (CH4),Burning - Savanna,2010,5593.6007
World,Emissions (CO2eq) from CH4,Burning - Savanna,2010,117465.6138
World,Emissions (CO2eq) from CH4,Rice Cultivation,2010,518174.9807
World,Emissions (CH4),Rice Cultivation,2010,24674.9991
World,Emissions (CO2eq) from CH4,Manure Management,2010,198645.4259
World,Emissions (CH4),Manure Management,2010,9459.306
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2010,1986935.629
World,Emissions (CH4),Enteric Fermentation,2010,94615.9823
World,Emissions (CO2eq) from CH4,Agriculture total,2010,2841323.838
World,Emissions (CH4),Agriculture total,2010,135301.1351
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2010,256.36
Canada,Emissions (CH4),Burning - Savanna,2010,14.316
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2010,300.6357
Canada,Emissions (CH4),Burning - Crop residues,2010,12.2076
Canada,Emissions (CO2eq) from CH4,Manure Management,2010,4268.1956
Canada,Emissions (CH4),Manure Management,2010,203.2474
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2010,16319.7279
Canada,Emissions (CH4),Enteric Fermentation,2010,777.1299
Canada,Emissions (CO2eq) from CH4,Agriculture total,2010,21144.9192
Canada,Emissions (CH4),Agriculture total,2010,1006.9009
United States of America,Emissions (CH4),Burning - Savanna,2010,15.285
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2010,320.9847
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2010,2364.628
United States of America,Emissions (CH4),Burning - Crop residues,2010,112.6013
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2010,10752.6825
United States of America,Emissions (CH4),Rice Cultivation,2010,512.0325
United States of America,Emissions (CO2eq) from CH4,Manure Management,2010,28313.4055
United States of America,Emissions (CH4),Manure Management,2010,1348.2574
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2010,126180.3081
United States of America,Emissions (CH4),Enteric Fermentation,2010,6008.5861
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2010,167932.0088
United States of America,Emissions (CH4),Agriculture total,2010,7996.7623
United States of America,Emissions (CH4),Agriculture total,2011,7856.6867
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2011,164990.4202
United States of America,Emissions (CH4),Enteric Fermentation,2011,5954.5384
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2011,125045.3064
United States of America,Emissions (CH4),Manure Management,2011,1366.2933
United States of America,Emissions (CO2eq) from CH4,Manure Management,2011,28692.1587
United States of America,Emissions (CH4),Rice Cultivation,2011,370.6745
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2011,7784.1645
United States of America,Emissions (CH4),Burning - Crop residues,2011,113.8198
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2011,2390.2158
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2011,1078.5748
United States of America,Emissions (CH4),Burning - Savanna,2011,51.3607
Canada,Emissions (CH4),Agriculture total,2011,970.8072
Canada,Emissions (CO2eq) from CH4,Agriculture total,2011,20386.9506
Canada,Emissions (CH4),Enteric Fermentation,2011,750.3092
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2011,15756.4932
Canada,Emissions (CH4),Manure Management,2011,204.4421
Canada,Emissions (CO2eq) from CH4,Manure Management,2011,4293.2838
Canada,Emissions (CH4),Burning - Crop residues,2011,12.4813
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2011,75.0666
Canada,Emissions (CH4),Burning - Savanna,2011,3.5746
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2011,262.1071
World,Emissions (CH4),Agriculture total,2011,137564.1101
World,Emissions (CO2eq) from CH4,Agriculture total,2011,2888846.313
World,Emissions (CH4),Enteric Fermentation,2011,95063.8264
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2011,1996340.354
World,Emissions (CH4),Manure Management,2011,9455.4546
World,Emissions (CO2eq) from CH4,Manure Management,2011,198564.5464
World,Emissions (CH4),Rice Cultivation,2011,24764.1807
World,Emissions (CO2eq) from CH4,Rice Cultivation,2011,520047.7943
World,Emissions (CO2eq) from CH4,Burning - Savanna,2011,153170.4013
World,Emissions (CH4),Burning - Savanna,2011,7293.8286
World,Emissions (CH4),Burning - Crop residues,2011,986.8199
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2011,20723.2171
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2012,21164.3309
World,Emissions (CH4),Burning - Crop residues,2012,1007.8253
World,Emissions (CH4),Burning - Savanna,2012,6939.4096
World,Emissions (CO2eq) from CH4,Burning - Savanna,2012,145727.6009
World,Emissions (CO2eq) from CH4,Rice Cultivation,2012,519978.6138
World,Emissions (CH4),Rice Cultivation,2012,24760.8864
World,Emissions (CO2eq) from CH4,Manure Management,2012,200199.981
World,Emissions (CH4),Manure Management,2012,9533.3324
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2012,2010216.069
World,Emissions (CH4),Enteric Fermentation,2012,95724.5747
World,Emissions (CO2eq) from CH4,Agriculture total,2012,2897286.595
World,Emissions (CH4),Agriculture total,2012,137966.0283
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2012,295.7914
Canada,Emissions (CH4),Burning - Savanna,2012,4.6831
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2012,98.3443
Canada,Emissions (CH4),Burning - Crop residues,2012,14.0853
Canada,Emissions (CO2eq) from CH4,Manure Management,2012,4283.318
Canada,Emissions (CH4),Manure Management,2012,203.9675
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2012,15829.1511
Canada,Emissions (CH4),Enteric Fermentation,2012,753.7691
Canada,Emissions (CO2eq) from CH4,Agriculture total,2012,20506.6049
Canada,Emissions (CH4),Agriculture total,2012,976.505
United States of America,Emissions (CH4),Burning - Savanna,2012,28.6393
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2012,601.4249
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2012,2500.9496
United States of America,Emissions (CH4),Burning - Crop residues,2012,119.0928
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2012,7968.576
United States of America,Emissions (CH4),Rice Cultivation,2012,379.456
United States of America,Emissions (CO2eq) from CH4,Manure Management,2012,28682.9439
United States of America,Emissions (CH4),Manure Management,2012,1365.8545
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2012,123167.8686
United States of America,Emissions (CH4),Enteric Fermentation,2012,5865.1366
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2012,162921.763
United States of America,Emissions (CH4),Agriculture total,2012,7758.1792
United States of America,Emissions (CH4),Agriculture total,2013,7634.9211
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2013,160333.3421
United States of America,Emissions (CH4),Enteric Fermentation,2013,5805.0675
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2013,121906.4175
United States of America,Emissions (CH4),Manure Management,2013,1348.6339
United States of America,Emissions (CO2eq) from CH4,Manure Management,2013,28321.3126
United States of America,Emissions (CH4),Rice Cultivation,2013,349.713
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2013,7343.973
United States of America,Emissions (CH4),Burning - Crop residues,2013,117.4982
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2013,2467.4619
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2013,294.1771
United States of America,Emissions (CH4),Burning - Savanna,2013,14.0084
Canada,Emissions (CH4),Agriculture total,2013,1007.7894
Canada,Emissions (CO2eq) from CH4,Agriculture total,2013,21163.5774
Canada,Emissions (CH4),Enteric Fermentation,2013,754.6692
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2013,15848.0532
Canada,Emissions (CH4),Manure Management,2013,205.1201
Canada,Emissions (CO2eq) from CH4,Manure Management,2013,4307.5225
Canada,Emissions (CH4),Burning - Crop residues,2013,15.2739
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2013,687.2497
Canada,Emissions (CH4),Burning - Savanna,2013,32.7262
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2013,320.7519
World,Emissions (CH4),Agriculture total,2013,136537.4784
World,Emissions (CO2eq) from CH4,Agriculture total,2013,2867287.046
World,Emissions (CH4),Enteric Fermentation,2013,96148.8224
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2013,2019125.27
World,Emissions (CH4),Manure Management,2013,9555.1204
World,Emissions (CO2eq) from CH4,Manure Management,2013,200657.5279
World,Emissions (CH4),Rice Cultivation,2013,25033.5346
World,Emissions (CO2eq) from CH4,Rice Cultivation,2013,525704.2273
World,Emissions (CO2eq) from CH4,Burning - Savanna,2013,100093.4325
World,Emissions (CH4),Burning - Savanna,2013,4766.3539
World,Emissions (CH4),Burning - Crop residues,2013,1033.647
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2013,21706.5874
World,Emissions (CO2eq) from CH4,Burning - Crop residues,2014,21637.6318
World,Emissions (CH4),Burning - Crop residues,2014,1030.3634
World,Emissions (CH4),Burning - Savanna,2014,5114.3239
World,Emissions (CO2eq) from CH4,Burning - Savanna,2014,107400.8013
World,Emissions (CO2eq) from CH4,Rice Cultivation,2014,521941.6929
World,Emissions (CH4),Rice Cultivation,2014,24854.3663
World,Emissions (CO2eq) from CH4,Manure Management,2014,202822.7684
World,Emissions (CH4),Manure Management,2014,9658.2271
World,Emissions (CO2eq) from CH4,Enteric Fermentation,2014,2030803.215
World,Emissions (CH4),Enteric Fermentation,2014,96704.915
World,Emissions (CO2eq) from CH4,Agriculture total,2014,2884606.11
World,Emissions (CH4),Agriculture total,2014,137362.1957
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2014,284.5569
Canada,Emissions (CH4),Burning - Savanna,2014,27.2952
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2014,573.1996
Canada,Emissions (CH4),Burning - Crop residues,2014,13.5503
Canada,Emissions (CO2eq) from CH4,Manure Management,2014,4381.4184
Canada,Emissions (CH4),Manure Management,2014,208.639
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2014,15640.5291
Canada,Emissions (CH4),Enteric Fermentation,2014,744.7871
Canada,Emissions (CO2eq) from CH4,Agriculture total,2014,20879.704
Canada,Emissions (CH4),Agriculture total,2014,994.2716
United States of America,Emissions (CH4),Burning - Savanna,2014,16.9353
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2014,355.6407
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2014,2383.3399
United States of America,Emissions (CH4),Burning - Crop residues,2014,113.4924
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2014,8724.156
United States of America,Emissions (CH4),Rice Cultivation,2014,415.436
United States of America,Emissions (CO2eq) from CH4,Manure Management,2014,29042.7372
United States of America,Emissions (CH4),Manure Management,2014,1382.9875
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2014,120288.6814
United States of America,Emissions (CH4),Enteric Fermentation,2014,5728.0325
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2014,160794.5553
United States of America,Emissions (CH4),Agriculture total,2014,7656.8836
United States of America,Emissions (CH4),Agriculture total,2015,7668.9413
United States of America,Emissions (CO2eq) from CH4,Agriculture total,2015,161047.7668
United States of America,Emissions (CH4),Enteric Fermentation,2015,5766.9349
United States of America,Emissions (CO2eq) from CH4,Enteric Fermentation,2015,121105.6324
United States of America,Emissions (CH4),Manure Management,2015,1396.9733
United States of America,Emissions (CO2eq) from CH4,Manure Management,2015,29336.4385
United States of America,Emissions (CH4),Rice Cultivation,2015,364.728
United States of America,Emissions (CO2eq) from CH4,Rice Cultivation,2015,7659.288
United States of America,Emissions (CH4),Burning - Crop residues,2015,110.9923
United States of America,Emissions (CO2eq) from CH4,Burning - Crop residues,2015,2330.8374
United States of America,Emissions (CO2eq) from CH4,Burning - Savanna,2015,615.5705
United States of America,Emissions (CH4),Burning - Savanna,2015,29.3129
Canada,Emissions (CH4),Agriculture total,2015,954.1676
Canada,Emissions (CO2eq) from CH4,Agriculture total,2015,20037.5204
Canada,Emissions (CH4),Enteric Fermentation,2015,721.1096
Canada,Emissions (CO2eq) from CH4,Enteric Fermentation,2015,15143.3016
Canada,Emissions (CH4),Manure Management,2015,211.8969
Canada,Emissions (CO2eq) from CH4,Manure Management,2015,4449.835
Canada,Emissions (CH4),Burning - Crop residues,2015,13.8852
Canada,Emissions (CO2eq) from CH4,Burning - Savanna,2015,152.7951
Canada,Emissions (CH4),Burning - Savanna,2015,7.276
Canada,Emissions (CO2eq) from CH4,Burning - Crop residues,2015,291.5888
World,Emissions (CH4),Agriculture total,2015,138988.6679
